"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","SONA_id","rt","stimulus","response","question_order","slider_start","practiceTrial","practiceTrialNum","correct","image_path","concept","repetition","map_id","map_num","scale_name","orientation_code","mapping_code","rotation_code","shift_code","ishihara_plate","correct_response"
"","","","","","html-slider-response","10","129656","0.0-9.0-0.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","true","1","true","","","","","","","","","","","",""
"","","","","","html-button-response","11","131045","0.0-9.0-1.0","jsvw0zanag","2","97319","887","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","134738","0.0-10.0-0.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","106","","0","true","2","true","","","","","","","","","","","",""
"","","","","","html-button-response","13","136145","0.0-10.0-1.0","jsvw0zanag","2","97319","904","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","138773","0.0-11.0-0.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-103","","0","true","3","true","","","","","","","","","","","",""
"","","","","","html-button-response","15","139912","0.0-11.0-1.0","jsvw0zanag","2","97319","637","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","141528","0.0-12.0","jsvw0zanag","2","97319","1615","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","144511","0.0-13.0","jsvw0zanag","2","97319","2982","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>happy</p><br></br>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","147090","0.0-14.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","143","","0","","","","images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_lightshift.png","happy","1","13","13","BrBG","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","19","149590","0.0-15.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-183","","0","","","","images/shifted_maps/map07_Greys_scaleRev_orientDef_090_lightshift.png","happy","1","07","07","Greys","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","20","151489","0.0-16.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","41","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_180_darkshift.png","happy","1","27","27","managua","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","21","153622","0.0-17.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","86","","0","","","","images/shifted_maps/map05_PiYG_scaleRev_orientDef_270_lightshift.png","happy","1","05","05","PiYG","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","22","155988","0.0-18.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-37","","0","","","","images/shifted_maps/map26_BuGn_scaleDef_orientDef_180_lightshift.png","happy","1","26","26","BuGn","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","23","157872","0.0-19.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-106","","0","","","","images/shifted_maps/map23_PRGn_scaleRev_orientDef_090_darkshift.png","happy","1","23","23","PRGn","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","24","159388","0.0-20.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-72","","0","","","","images/shifted_maps/map23_PRGn_scaleRev_orientDef_090_lightshift.png","happy","1","23","23","PRGn","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","25","161089","0.0-21.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","102","","0","","","","images/shifted_maps/map05_PiYG_scaleDef_orientDef_180_lightshift.png","happy","1","05","05","PiYG","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","26","162688","0.0-22.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-80","","0","","","","images/shifted_maps/map10_vanimo_scaleRev_orientDef_270_lightshift.png","happy","1","10","10","vanimo","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","27","164488","0.0-23.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","106","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_180_lightshift.png","happy","1","10","10","vanimo","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","28","166472","0.0-24.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_YlOrBr_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map15_YlOrBr_scaleRev_orientDef_270_darkshift.png","happy","1","15","15","YlOrBr","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","29","170755","0.0-25.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-83","","0","","","","images/shifted_maps/map02_turbo_scaleRev_orientDef_090_lightshift.png","happy","1","02","02","turbo","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","30","172539","0.0-26.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-170","","0","","","","images/shifted_maps/map23_RdYlGn_scaleRev_orientDef_270_darkshift.png","happy","1","23","23","RdYlGn","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","31","174090","0.0-27.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_RdGy_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","","","","images/shifted_maps/map12_RdGy_scaleDef_orientDef_000_darkshift.png","happy","1","12","12","RdGy","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","32","175572","0.0-28.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_RdGy_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","","","","images/shifted_maps/map12_RdGy_scaleRev_orientDef_090_lightshift.png","happy","1","12","12","RdGy","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","33","177256","0.0-29.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-50","","0","","","","images/shifted_maps/map26_BuGn_scaleDef_orientDef_180_darkshift.png","happy","1","26","26","BuGn","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","34","178776","0.0-30.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BuPu_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-80","","0","","","","images/shifted_maps/map12_BuPu_scaleDef_orientDef_180_darkshift.png","happy","1","12","12","BuPu","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","35","180227","0.0-31.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-87","","0","","","","images/shifted_maps/map10_coolwarm_scaleRev_orientDef_090_lightshift.png","happy","1","10","10","coolwarm","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","36","181922","0.0-32.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-35","","0","","","","images/shifted_maps/map02_turbo_scaleDef_orientDef_000_darkshift.png","happy","1","02","02","turbo","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","37","183540","0.0-33.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_PuOr_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-100","","0","","","","images/shifted_maps/map26_PuOr_scaleRev_orientDef_090_lightshift.png","happy","1","26","26","PuOr","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","38","185139","0.0-34.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-28","","0","","","","images/shifted_maps/map05_PiYG_scaleDef_orientDef_180_darkshift.png","happy","1","05","05","PiYG","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","39","187656","0.0-35.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BuPu_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-25","","0","","","","images/shifted_maps/map12_BuPu_scaleDef_orientDef_180_lightshift.png","happy","1","12","12","BuPu","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","40","189523","0.0-36.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-126","","0","","","","images/shifted_maps/map02_Reds_scaleRev_orientDef_270_lightshift.png","happy","1","02","02","Reds","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","41","190976","0.0-37.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-116","","0","","","","images/shifted_maps/map23_PRGn_scaleDef_orientDef_000_lightshift.png","happy","1","23","23","PRGn","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","42","192491","0.0-38.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-113","","0","","","","images/shifted_maps/map02_turbo_scaleRev_orientDef_090_darkshift.png","happy","1","02","02","turbo","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","43","193727","0.0-39.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-130","","0","","","","images/shifted_maps/map05_PiYG_scaleRev_orientDef_270_darkshift.png","happy","1","05","05","PiYG","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","44","195489","0.0-40.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","122","","0","","","","images/shifted_maps/map27_managua_scaleRev_orientDef_270_darkshift.png","happy","1","27","27","managua","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","45","196989","0.0-41.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","39","","0","","","","images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_lightshift.png","happy","1","07","07","PuRd","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","46","198256","0.0-42.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_PuOr_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-188","","0","","","","images/shifted_maps/map26_PuOr_scaleDef_orientDef_000_darkshift.png","happy","1","26","26","PuOr","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","47","200039","0.0-43.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-147","","0","","","","images/shifted_maps/map23_RdYlGn_scaleRev_orientDef_270_lightshift.png","happy","1","23","23","RdYlGn","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","48","201391","0.0-44.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_magma_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-136","","0","","","","images/shifted_maps/map13_magma_scaleRev_orientDef_270_darkshift.png","happy","1","13","13","magma","orientDef","scaleRev","270","darkshift","",""
