"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","practiceTrial","practiceTrialNum","correct","image_path","concept","repetition","map_id","map_num","scale_name","orientation_code","mapping_code","rotation_code","ishihara_plate","correct_response"
"true","false","[]","[]","[]","preload","0","553","0.0-0.0","xnvhwam5kx","70","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","7262","0.0-1.0","xnvhwam5kx","70","6708","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","9509","0.0-2.0","xnvhwam5kx","70","1243","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-select","3","17509","0.0-3.0","xnvhwam5kx","70","7994","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","19319","0.0-4.0","xnvhwam5kx","70","1808","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","","","","","","","","","","","","","","","",""
"","","","","","survey-text","5","30301","0.0-5.0","xnvhwam5kx","70","10975","","{""Age"":""19"",""Gender"":""female"",""Race/ethnicity"":""white"",""Languages"":""english""}","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","6","63681","0.0-6.0","xnvhwam5kx","70","33378","<div style='text-align:left; font-size:20px; line-height:25px; width: 1000px;'>
                                During this experiment you will be asked to rate how much you associate maps with                    different concepts.<br> Below, you can see some examples of the maps you will be asked to rate. Above the maps
                    is the list of concepts.<br>You will be asked                    to rate how much you associate each map with each concept on a scale from 'not at all' to 'very much' like the
                    one below. <br><br>
                    Now, please look at the list of concepts and maps. For each concept, think about the map you associate 'very
                    much' with the concept.<br>                     When you see that map during the experiment, please rate it near the 'very much' endpoint of the
                    scale.<br>Now, please think about which map you associate 'not at all'                     with each concept. When you see that map during the experiment, please rate it near the 'not at all' endpoint
                    of the scale.<br>
                    Please use the full range of the scale. That is, if a map is somewhat associated with the concept, you would
                    click partway between the middle point and right side of the scale.                    You will be asked to rate each map for a given concept before moving on to the next concept.<br>Press the
                    'Continue' button for instructions on how to use the slider.                    <br>
                </div>

                <div style=""width: 500px; margin: 0 auto;"">
                    <!-- Centered text paragraphs -->
                    <div style=""text-align: center; width: 500px;"">
                        <p style=""font-size:25px; line-height:15px;"">
                            happy&nbsp;&nbsp;&nbsp;&nbsp;
                            angry&nbsp;&nbsp;&nbsp;&nbsp;
                            sad&nbsp;&nbsp;&nbsp;&nbsp;
                            fearful&nbsp;&nbsp;&nbsp;&nbsp;
                            disgust
                        </p>
                        <!-- <p style=""font-size:20px; line-height:15px;"">angry</p>
                        <p style=""font-size:20px;line-height:15px;"">sad</p>
                        <p style=""font-size:20px;line-height:15px;"">fearful</p>
                        <p style=""font-size:20px;line-height:15px;"">disgust</p> -->
                    </div>
            

                    <!-- Grid section -->
                   <div style=""display: flex; justify-content: center; padding-top: 15px;"">
                    <div style=""display: grid; grid-template-columns: repeat(10, 55px); grid-gap: 5px; width: auto;"">
                        <img src=""images/map27_YlOrBr_scaleDef_orientDef_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map07_PiYG_scaleDef_orientDef_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map05_YlGnBu_scaleDef_orientDef_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map02_GnBu_scaleDef_orientMir_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map23_Greys_scaleDef_orientMir_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map10_RdBu_scaleDef_orientDef_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map05_YlGn_scaleDef_orientMir_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map07_PRGn_scaleRev_orientDef_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map10_RdYlBu_scaleDef_orientMir_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map07_BrBG_scaleRev_orientMir_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map10_RdYlGn_scaleDef_orientMir_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map07_PuOr_scaleDef_orientMir_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map02_BuPu_scaleDef_orientDef_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map15_plasma_scaleRev_orientMir_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map13_gist_earth_scaleRev_orientMir_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map12_Spectral_scaleDef_orientDef_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map26_Blues_scaleRev_orientDef_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map15_turbo_scaleRev_orientDef_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map05_PuBuGn_scaleDef_orientDef_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map13_berlin_scaleRev_orientDef_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map23_cividis_scaleDef_orientDef_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map02_RdPu_scaleRev_orientDef_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map15_inferno_scaleRev_orientMir_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map13_vanimo_scaleDef_orientMir_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map23_Purples_scaleRev_orientMir_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map26_Greens_scaleRev_orientDef_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map12_bwr_scaleRev_orientMir_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map02_PuBu_scaleRev_orientMir_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map27_PuRd_scaleRev_orientMir_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map27_YlOrRd_scaleRev_orientDef_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map12_seismic_scaleDef_orientMir_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map26_Oranges_scaleRev_orientMir_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map10_RdGy_scaleRev_orientDef_090.png"" alt=""map"" style=""width: 100%;""><img src=""images/map26_Reds_scaleDef_orientMir_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map12_coolwarm_scaleRev_orientDef_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map13_managua_scaleDef_orientDef_180.png"" alt=""map"" style=""width: 100%;""><img src=""images/map15_viridis_scaleRev_orientDef_270.png"" alt=""map"" style=""width: 100%;""><img src=""images/map05_BuGn_scaleDef_orientMir_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map27_OrRd_scaleDef_orientMir_000.png"" alt=""map"" style=""width: 100%;""><img src=""images/map23_magma_scaleDef_orientDef_000.png"" alt=""map"" style=""width: 100%;"">
                    </div>
                </div>

                    <!-- Clear floats -->
                    <div style=""clear: both;""></div>
                </div>
                            ","null","","0","true","","","","","","","","","","","","",""
"","","","","","html-button-response","7","65001","0.0-7.0","xnvhwam5kx","70","1318","<div style=""width:800px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each map for the given concept, so please go with your first intuition. <br>
                    Before you begin the experiment, there will be four training trials for you to practice using the scale. <br>
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","8","69658","0.0-8.0-0.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","","0","true","0","true","","","","","","","","","","",""
"","","","","","html-button-response","9","71123","0.0-8.0-1.0","xnvhwam5kx","70","962","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","10","73548","0.0-9.0-0.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","true","1","true","","","","","","","","","","",""
"","","","","","html-button-response","11","75289","0.0-9.0-1.0","xnvhwam5kx","70","1237","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","80901","0.0-10.0-0.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","98","","0","true","2","true","","","","","","","","","","",""
"","","","","","html-button-response","13","82101","0.0-10.0-1.0","xnvhwam5kx","70","696","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","84409","0.0-11.0-0.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-109","","0","true","3","true","","","","","","","","","","",""
"","","","","","html-button-response","15","86113","0.0-11.0-1.0","xnvhwam5kx","70","1201","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","87039","0.0-12.0","xnvhwam5kx","70","925","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","88800","0.0-13.0","xnvhwam5kx","70","1759","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>happy</p><br></br>","0","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","92186","0.0-14.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/map10_RdBu_scaleDef_orientDef_180.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-103","","0","","","","images/map10_RdBu_scaleDef_orientDef_180.png","happy","1","10","10","RdBu","orientDef","scaleDef","180","",""
"","","","","","html-slider-response","19","95715","0.0-15.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/map02_PuBu_scaleRev_orientMir_270.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-190","","0","","","","images/map02_PuBu_scaleRev_orientMir_270.png","happy","1","02","02","PuBu","orientMir","scaleRev","270","",""
"","","","","","html-slider-response","20","98528","0.0-16.0","xnvhwam5kx","70","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/map15_inferno_scaleDef_orientMir_180.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-55","","0","","","","images/map15_inferno_scaleDef_orientMir_180.png","happy","1","15","15","inferno","orientMir","scaleDef","180","",""
